"","X__1","artist.name","duration","key","latitude","location","longitude","mode","similar","tempo","terms","target_h","artist.hotness","artist_familiarity","bars_start","beats_start","end_of_fade_in","loudness","start_of_fade_out","tatums_start","time_signature","decade2"
"4309",5629,"Bobbie Gentry",214.96118,9,33.90698,"Chickasaw County, MS",-88.95535,1,"ARJOEGM1187B9B8F24",170.897,"country blues",0.425900191,0.38479891,0.582460567,0.57127,0.22323,2.003,-10.736,203.198,0.22323,4,"1960"
"4310",5630,"Busdriver",246.22975,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARV4KO21187FB38008",136.116,"alternative hip hop",0,0.349476327,0.618002715,1.14382,0.2662,0.363,-4.293,235.636,0.04791,4,"Not Available"
"4311",5631,"Brenda Lee",113.97179,3,33.71197,"Lithonia, GA",-84.10599,1,"ARA7YDA1187B9A5776",117.696,"ballad",0.215080319,0.566912407,0.669371502,0.16135,0.16135,0.369,-9.67,110.428,0.16135,1,"Not Available"
"4312",5634,"Gisselle",268.87791,5,18.22328,"Puerto Rico",-66.42889,1,"AR898OD1187B9A14BB",124.129,"merengue",0.225044669,0.299935295,0.496436796,1.28778,0.43767,0.372,-4.537,265.509,0.22787,4,"Not Available"
"4313",5635,"DJ Harry",495.90812,6,37.1573567501336,"Not available",-63.9333578685195,0,"AR20YMY1187B990B28",133.529,"trip hop",0.249065795,0.315690277,0.487077751,0.56679,0.11306,0.461,-9.706,495.908,0.11306,4,"2000"
"4314",5636,"MC Sadri",178.96444,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARA4F541187B9B5ED2",180.126,"hip hop",0.215080319,0.24390983,0.634845821,0.40993,0.07864,0.061,-6.633,168.548,0.07864,4,"Not Available"
"4315",5637,"Weedeater",269.00853,7,37.1573567501336,"Wilmington NC",-63.9333578685195,1,"AR1WDRJ1187B9BA4B8",142.639,"stoner metal",0.581317745,0.421120112,0.674633734,0.68024,0.21135,0.148,-9.036,265.932,0.21135,3,"2000"
"4316",5638,"Mira",38.00771,1,37.1573567501336,"Tallahassee, FL",-63.9333578685195,1,"AR9U1SA1187B9940C1",109.743,"shoegaze",0,0.345751247,0.545110951,2.30463,1.75395,2.943,-22.721,38.008,1.61713,4,"Not Available"
"4317",5640,"Paul Carrack",324.46649,4,53.38311,"Sheffield, Yorkshire, England",-1.46454,1,"AR4U91L1187B9A2401",134.123,"blue-eyed soul",0.598320149,0.375496964,0.591602006,11.15229,10.25171,13.955,-14.241,298.609,10.02571,4,"1980"
"4318",5642,"Elvenking",322.55955,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR1F5J71187B9B7165",150.05,"folk metal",0.567389737,0.423300013,0.646401653,0.7544,0.34643,0.345,-4.516,317.748,0.14296,4,"2000"
"4319",5643,"The Irish Rovers",192.05179,2,54.49857,"Alberta, Canada",-114.99993,1,"ARIIJGR11F4C83ECE9",175.325,"irish folk",0.265053158,0.398883011,0.589314502,1.0483,0.34028,0.061,-9.181,186.81,0.16316,4,"Not Available"
"4320",5644,"William Coulter",238.57587,9,37.27188,"California",-119.27023,0,"ARERDYL1187FB56BB3",148.524,"celtic",0.265861049,0.338846449,0.507862068,0.97735,0.1789,0.357,-13.7,223.631,0.1789,4,"Not Available"
"4321",5645,"At The Gates",286.04036,7,57.70133,"Gothenburg",11.96689,1,"ARGSXDC1187FB3EFC4",171.613,"death metal",0.1,0.458377719,0.682268535,0.06355,0.06355,0.195,-8.068,283.777,0.06355,1,"1990"
"4322",5647,"Special Duties",122.56608,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARVBZZO11F4C83C0BE",128.822,"oi",0,0.332837725,0.514012833,0.21491,0.21491,0.15,-5.901,109.61,0.21491,1,"Not Available"
"4323",5648,"The Refreshments",222.69342,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARXDFN01187B9AE80E",101.976,"post-grunge",0.249065795,0.352410127,0.565452292,0.6934,0.09653,0.351,-9.953,215.371,0.09653,3,"Not Available"
"4324",5650,"Kane",261.3024,9,34.05349,"California - LA",-118.24532,0,"ARDP6FZ1187B9AACA0",120.611,"blues-rock",0.08,0.377961532,0.58893851,0.66061,0.17396,0.123,-13.869,240.982,0.17396,4,"2000"
"4325",5652,"Les Hou-Lops",181.86404,3,37.1573567501336,"Not available",-63.9333578685195,1,"AR3CJOA1187B9A3528",95.735,"freakbeat",0,0.116156134,0.27790004,0.95911,0.33727,0.282,-5.144,175.241,0.33727,4,"1960"
"4326",5653,"Eastmountainsouth",225.61914,6,34.05349,"Los Angeles, CA",-118.24532,1,"ARDW5AW1187FB55708",125.986,"alternative country",0.733990879,0.385998326,0.583290824,1.47149,0.51043,3.785,-8.843,215.348,0.27047,4,"2000"
"4327",5655,"Richard Hell & The Voidoids",494.10567,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARXIIVA1187FB4C3BA",123.182,"no wave",0.694308688,0.377747202,0.568780219,0.47695,0.47695,0.131,-14.009,482.94,0.22626,4,"1970"
"4328",5656,"Love Jones",182.72608,0,38.25486,"Louisville, KY",-85.7664,1,"ARMNUFI1187B9ADAC1",87.799,"bossa nova",0.212045406,0.34038543,0.456852846,2.25745,0.88989,3.715,-7.327,171.955,0.88989,4,"1990"
"4329",5658,"Kings Of Leon",181.13261,11,36.16778,"Nashville, Tennessee",-86.77836,0,"AR3KUCG1187B9A0BEA",102.066,"southern rock",0.746160913,0.788805935,0.845768866,0.90785,0.32286,0.258,-6.391,171.021,0.32286,4,"2000"
"4330",5659,"Charlie Peacock",180.13995,0,37.1573567501336,"Not available",-63.9333578685195,1,"AR0AMQB1187FB52BC2",130.441,"ccm",0,0.379495651,0.481180212,0.63879,0.1775,0.14,-12.094,174.916,0.1775,4,"1980"
"4331",5660,"The Gone Jackals",220.49914,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARII7EM1187FB5400D",99.593,"blues-rock",0.624536049,0.353000688,0.44104996,0.41637,0.41637,0.218,-14.007,209.792,0.19975,4,"1990"
"4332",5661,"Nightwish",834.66404,7,37.1573567501336,"Kitee, Finland",-63.9333578685195,0,"ARRHD2X1187B9B389E",96.711,"sympho black metal",0.717851349,0.580345271,0.801989216,0.81811,0.19599,0.328,-6.003,822.538,0.19599,4,"2000"
"4333",5662,"Shinehead",230.71302,10,37.1573567501336,"London, England",-63.9333578685195,0,"AR9KSWV1187FB56B58",209.649,"dancehall",0.03,0.411364132,0.5291028,0.57655,0.29474,0.223,-9.893,218.076,0.29474,4,"1990"
"4334",5663,"From Dying Skies",222.58893,9,50.63718,"Lille, France",3.06281,0,"ARS6A2X11A348EFFBB",87.539,"post-hardcore",0.471972854,0.011561804,0.596415121,0.74223,0.74223,0.096,-3.343,212.753,0.40131,4,"Not Available"
"4335",5664,"Wailing Souls",255.4771,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARJ2PMY1187FB5B563",86.752,"roots reggae",0.44,0.372069058,0.593262655,0.3862,0.3862,1.036,-5.788,247.362,0.15463,1,"1980"
"4336",5665,"Turibio Santos",145.94567,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARK3NOO1187B9A1CC8",105.72,"choro",0.01,0.178275205,0.273887241,0.24239,0.24239,0.073,-16.407,139.326,0.24239,1,"Not Available"
"4337",5666,"David Phelps",277.21098,0,37.1573567501336,"Not available",-63.9333578685195,1,"AR0AMQB1187FB52BC2",83.594,"ccm",0,0.415949565,0.589122785,1.37111,0.64035,0.345,-8.582,256.772,0.2751,4,"Not Available"
"4338",5667,"Steinski",52.4273,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARZQ2HL1187FB4695A",110.048,"hip hop",0.355285536,0.404575226,0.545364353,0.92374,0.36666,0.232,-18.604,52.427,0.36666,4,"2000"
"4339",5668,"Eddy Raven",215.40526,0,30.22032,"Lafayette, LA",-92.01705,1,"ARLWR721187B9A03C9",158.832,"zydeco",0,0.344721111,0.464994319,0.92125,0.17631,0.299,-11.712,199.697,0.17631,4,"Not Available"
"4340",5669,"Tranzas",184.21506,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARKKWTD12086C16221",75.826,"salsa",0.469676965,0.369505751,0.56573878,1.43694,0.64601,0.485,-6.991,179.45,0.17498,7,"2000"
"4341",5670,"Klaus Badelt",275.19955,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARU52PB1187FB58E46",121.667,"chill-out",0.425124658,0.469340374,0.688003349,2.28252,0.52266,0.223,-16.683,261.155,0.2972,5,"2000"
"4342",5672,"Dub Pistols feat. TK",264.82893,10,51.50632,"London, England",-0.12714,0,"ARNBXYG1187FB54D38",100.019,"big beat",0.524822258,0.417068913,0.687619666,1.19313,0.59787,0.712,-5.603,252.308,0.15162,4,"2000"
"4343",5673,"Aiden",258.82077,5,37.1573567501336,"Seattle, Washington",-63.9333578685195,1,"AROSIKT1187B9A4D53",143.021,"post-hardcore",0.713217692,0.500459151,0.773491325,0.66561,0.24748,0.184,-5.249,248.007,0.24748,4,"2000"
"4344",5674,"DJ Envy",278.38649,9,37.1573567501336,"Brooklyn, NY",-63.9333578685195,1,"ARG6CPM1187FB36594",135.059,"gangster rap",0.05,0.54000775,0.571681627,0.31283,0.31283,0.148,-3.991,278.386,0.08082,3,"Not Available"
"4345",5676,"Perfection",379.27138,10,59.85845,"Uppsala",17.64405,0,"ARTUHOD1187B99A07B",100.168,"eurodance",0.03,0.306720976,0.487140801,0.1453,0.1453,0.084,-7.264,365.546,0.1453,3,"Not Available"
"4346",5677,"Fred Simon",228.70159,3,37.1573567501336,"Not available",-63.9333578685195,1,"ARLQN0J1187B993C09",70.891,"meditation",0.602434856,0.372897267,0.45334622,0.34203,0.34203,0.086,-21.392,203.163,0.34203,1,"Not Available"
"4347",5678,"Tony Joe White",252.1073,2,32.77942,"Goodwill, LA",-91.56123,1,"ARJ8ND81187B9A07EB",136.621,"country rock",0.334706549,0.403509673,0.624723768,0.50762,0.50762,0.199,-9.653,248.355,0.50762,4,"1990"
"4348",5679,"Terror Squad / Remy / Prospect / Armageddon",251.89832,11,40.85715,"The Bronx, New York, NY",-73.85678,0,"ARACKQP1187B993CEC",181.3,"hip hop",0.473346541,0.395073819,0.62136191,1.02367,0.03745,0.144,-5.511,237.639,0.03745,7,"2000"
"4349",5680,"D.A.D.",260.362,6,55.67631,"Copenhagen (Denmark)",12.56935,0,"ARLPXVB1187FB476C9",150.526,"rock 'n roll",0,0.433243834,0.50039931,0.03422,0.03422,2.409,-8.889,252.024,0.03422,4,"Not Available"
"4350",5681,"Rodney O & Joe Cooley",211.27791,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARLKYJK1187B99ACF1",123.696,"miami bass",0,0.307902094,0.415784608,0.40624,0.40624,0.183,-10.803,211.278,0.17075,4,"Not Available"
"4351",5685,"The Bureau De Change",220.89098,11,37.1573567501336,"Not available",-63.9333578685195,1,"ARP5GN61187FB5B1A3",93.909,"digital hardcore",0,0.201499577,0.343264828,1.66495,1.03254,0.659,-8.571,220.891,0.72265,4,"Not Available"
"4352",5686,"Darden Smith",270.62812,6,30.16602,"Brenham, TX",-96.39998,1,"ARO7FVB1187B9A53D8",165.76,"blues-rock",0.24,0.362960597,0.485855596,1.19877,0.48767,0.322,-17.864,266.217,0.30461,4,"2000"
"4353",5688,"Los Indios Tabajaras",171.28444,11,37.1573567501336,"Not available",-63.9333578685195,1,"ARJUNZD1187B9A5DAE",128.162,"jazz",0,0.336304378,0.325433883,0.96951,0.25178,0.205,-18.696,166.667,0.25178,4,"1990"
"4354",5689,"Mary Black",235.04934,2,53.41961,"Ireland",-8.24055,0,"ARNCOPS1187FB5A086",117.507,"country rock",0.588922168,0.376556981,0.597113363,0.60402,0.15656,0.548,-10.562,223.359,0.15656,4,"Not Available"
"4355",5690,"Charanga de la 4",329.97832,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARZZGZE1241B9C473B",126.922,"charanga",0,0.191427423422609,0.243899417,1.39203,0.41803,0.339,-9.535,329.978,0.17542,4,"Not Available"
"4356",5691,"Daryl Coley",321.01832,1,37.77916,"San Francisco, CA",-122.42005,0,"ARMD0G81187B99A519",124.709,"ccm",0.265861049,0.325831241,0.450625272,1.34551,0.36931,0.396,-13.295,317.544,0.13117,3,"Not Available"
"4357",5693,"Johnny Otis Show",164.8322,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARVFOT71187B9ADF44",94.085,"blues",0,0.352973771,0.491963935,0.86924,0.23574,0.189,-16.313,153.995,0.23574,4,"Not Available"
"4358",5694,"John Doan",274.99057,5,44.11559,"Oregon",-120.51484,1,"ARDCACM1187B98E6C8",82.856,"celtic fusion",0.537317923,0.345800228,0.53582261,0.30114,0.30114,0.242,-13.353,255.437,0.30114,3,"Not Available"
"4359",5696,"Trentemoller",368.74404,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARNRINE11F4C841F0A",124.985,"tech house",0.577888778,0.532572709,0.723521278,0.7232,0.26028,0.247,-9.915,364.507,0.26028,4,"2000"
"4360",5697,"Big John Greer",155.45424,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARK4R241187B9A4ED4",87.635,"jump blues",0,0.274769104,0.362997347,0.94925,0.24528,0.16,-7.335,152.95,0.24528,4,"Not Available"
"4361",5698,"Lorna",329.53424,6,52.94922,"Nottingham, England",-1.14392,0,"ARBNXYA1187FB51C50",110.17,"reggaeton",0.262308997,0.293763605,0.531728128,0.93077,0.39871,0.229,-7.581,324.975,0.14078,4,"Not Available"
"4362",5699,"Tech N9ne",354.7424,2,37.1573567501336,"BAKERSFIELD, California",-63.9333578685195,1,"ARG49YD1187B999378",167.984,"gangster rap",0.345802234,0.496071347,0.760270106,0.16593,0.16593,0.485,-6.488,354.742,0.16593,4,"Not Available"
"4363",5700,"Maroon 5",173.66159,1,37.1573567501336,"Los Angeles, CA",-63.9333578685195,0,"ARY53RR1187B9AE485",149.917,"pop",0.979837197,0.843380274,0.905477001,0.49896,0.09777,2.949,-4.757,171.607,0.09777,4,"2000"
"4364",5701,"The Keys",143.01995,9,54.31407,"UK",-2.23001,1,"ARTM8L21187B99F8F9",182.756,"power pop",0,0.37083453,0.530421028,0.58328,0.2647,0.107,-9.277,136.168,0.10981,5,"Not Available"
"4365",5702,"Dusminguet",168.69832,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARG17O11187FB4A8DA",152.168,"rumba",0.368413733,0.37082899,0.546788717,0.29708,0.29708,0.293,-8.275,166.052,0.11522,1,"1990"
"4366",5703,"Clarisse Lavanant",182.59546,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARJNWSX1241B9CE43D",130.164,"chanson francaise",0,0.0878055061510614,0.082405923,0.89407,0.43238,0.364,-8.339,175.171,0.43238,4,"Not Available"
"4367",5704,"Toots Thielemans",119.71873,2,50.84838,"Brussels, Belgium",4.34968,1,"ARFACVS1187B98C226",218.681,"latin jazz",0,0.43676907,0.641172818,0.70699,0.15762,0.235,-12.192,111.131,0.15762,4,"Not Available"
"4368",5705,"Marc Perrone",64.1824,0,37.1573567501336,"Not available",-63.9333578685195,1,"AR656BL1187B98F7C8",63.295,"musette",0,0.285591272,0.456136674,14.84919,0.37979,0.218,-20.251,64.182,0.0635,7,"Not Available"
"4369",5706,"Alejandro Lerner",153.36444,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARV4TAT1187FB3BDE8",120.051,"pop rock",0.427446572,0.361587942,0.556750823,1.16135,0.16268,0.235,-8.76,142.518,0.16268,4,"Not Available"
"4370",5707,"Stevie Ray Vaughan And Double Trouble",240.77016,6,32.77815,"Dallas, TX",-96.7954,1,"ARZBUQ41187FB39D29",112.719,"texas blues",0.51,0.544257506,0.78303711,0.57066,0.0289,0.067,-10.958,234.551,0.0289,4,"1980"
"4371",5708,"Claudio",317.77914,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARUXGQH1187B9A4FA4",95.32,"kizomba",0,0.409462310669189,0.583704129,1.72082,0.41002,0.428,-13.679,313.62,0.07737,4,"Not Available"
"4372",5709,"Java",190.69342,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARVEJ9M1187FB4DC44",89.689,"musette",0.506905064,0.359757244,0.625157654,0.85252,0.17036,0.572,-6.371,187.548,0.17036,4,"Not Available"
"4373",5710,"Jamie Richards",244.29669,2,35.33204,"Shawnee OK",-96.92483,1,"AREN1A11187FB527EF",117.993,"honky tonk",0.413739836,0.387225176,0.513832781,0.77253,0.24954,0.345,-7.625,227.196,0.24954,4,"Not Available"
"4374",5711,"Joanna Connor",238.39302,7,39.73926,"Brooklyn, NY",-89.50409,1,"ARRZKJM1187FB42F21",106.719,"blues-rock",0.265861049,0.332856515,0.479218001,0.17389,0.17389,0.072,-13.202,229.994,0.17389,3,"Not Available"
"4375",5712,"Dilated Peoples Featuring Capleton",311.06567,2,34.05349,"Los Angeles, California",-118.24532,1,"AREGC1Z1187B995A90",158.327,"turnablism",0.540009277,0.457841156,0.804838889,0.6599,0.22249,0.142,-4.08,300.617,0.22249,4,"2000"
"4376",5714,"Saga",243.61751,2,43.64856,"Toronto, Ontario, Canada",-79.38533,1,"ARAH95P1187B9B0169",74.811,"hard rock",0,0.440056503,0.631336504,0.40319,0.40319,2.252,-20.491,230.011,0.12394,1,"Not Available"
"4377",5716,"Mohammad Nouri",273.94567,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARSDDPX11F4C83E6B9",168.527,"patriotic",0.03,0.366502174,0.268210005,1.39257,0.71639,2.055,-15.689,269.334,0.71639,4,"Not Available"
"4378",5717,"R. Carlos Nakai",177.31873,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARYNWC01187FB53440",102.02,"chamber jazz",0.23644415,0.376939984,0.577276089,1.46805,0.25494,0.484,-26.675,162.331,0.25494,3,"Not Available"
"4379",5719,"Anthony Blea Y Su Charanga",459.28444,11,37.77916,"California - SF",-122.42005,0,"AR1UCN81187FB4717C",200.826,"salsa",0,0.21501465,0.363237123,0.23015,0.23015,0.339,-5.434,454.473,0.08056,4,"2000"
"4380",5722,"Walter Ego",535.45751,10,37.1573567501336,"Not available",-63.9333578685195,0,"ARZPSGI1187B9994D3",124.136,"chill-out",0.528534452,0.304880576,0.477528763,0.20185,0.20185,0.192,-10.44,535.458,0.20185,1,"1990"
"4381",5724,"Jay Randall",222.24934,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARSM4NC1187B99C8E7",65.64,"zydeco",0.210588544,0.199346474178639,0.256241161,2.34046,0.53443,0.264,-19.547,222.249,0.08755,4,"Not Available"
"4382",5725,"Carl Smith",151.24853,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARGJTO11187FB39AC0",110.076,"honky tonk",0.04,0.351717751,0.551502069,1.67457,0.55032,0.183,-10.208,143.929,0.27062,4,"1990"
"4383",5727,"Ghorwane",298.84036,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARJIHNW1187B990FAA",187.46,"marrabenta",0,0.311301604575356,0.430721866,0.24803,0.24803,0.816,-6.479,289.756,0.08345,3,"Not Available"
"4384",5728,"Herb Alpert And The Tijuana Brass",176.66567,5,34.07292,"BEVERLY HILLS, California",-118.39981,1,"ARLSMEN1187B98D6DF",124.893,"smooth jazz",0,0.481369053,0.552416732,0.24171,0.24171,0.084,-13.414,165.727,0.24171,4,"Not Available"
"4385",5729,"Audio Adrenaline",219.11465,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARZ96PB1187B98F5C9",101.241,"ccm",0,0.516234384,0.687478318,1.33084,0.83711,0.438,-9.024,214.129,0.56043,5,"1990"
"4386",5731,"Francis Dunnery",216.37179,9,54.48303,"Egremont, Cumbria, England",-3.53444,1,"ARL2M1Y1187FB3A940",101.526,"singer-songwriter",0.233847005,0.383524247,0.54858513,1.40593,0.20979,0.136,-8.023,205.717,0.20979,3,"1990"
"4387",5734,"Bonita & Jerry Cormier",181.10649,0,-6.17144,"jakarta",106.82782,1,"ARGJ1ZL1187FB3FC38",120.002,"reggaeton",0,0.427015343,0.477963014,0.89152,0.39577,0.086,-9.737,176.332,0.14852,4,"Not Available"
"4388",5735,"Special Duties",162.87302,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARVBZZO11F4C83C0BE",135.386,"oi",0,0.332837725,0.514012833,0.43471,0.43471,0.107,-7.89,157.768,0.18506,1,"Not Available"
"4389",5736,"Clarence Profit",166.97424,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARAGUJG1187FB551A2",161.387,"lullaby",0,0.302679047,0.303495173,0.40396,0.40396,0.16,-24.399,162.104,0.2119,7,"Not Available"
"4390",5737,"Mikey Dread",201.9522,7,18.11526,"Jamaica",-77.27348,1,"ARBZCLP1187B99C35B",175.628,"roots reggae",0.377531645,0.360445766,0.58568315,0.05512,0.05512,2.873,-9.351,187.96,0.05512,1,"Not Available"
"4391",5738,"African Rhythm Messengers",235.28444,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARR1G661187B98D38A",115.196,"highlife",0.04,0.326179709,0.297689426,0.2788,0.2788,0.363,-10.703,225.75,0.14788,4,"Not Available"
"4392",5739,"Los Amigos Invisibles",420.62322,10,37.1573567501336,"Venezuela",-63.9333578685195,1,"AR0JURX1187FB3C8FF",200.039,"funk rock",0.463489662,0.370679834,0.700716633,0.79471,0.25407,0.177,-9.514,417.599,0.11874,3,"Not Available"
"4393",5740,"Mando Diao",306.18077,4,37.1573567501336,"BorlA$?nge",-63.9333578685195,0,"AR5I5FN1187B9AF858",87.785,"blues-rock",0.555574792,0.486825414,0.807779928,0.19194,0.19194,0.827,-4.118,294.522,0.19194,3,"2000"
"4394",5741,"James Blackwood with The Light Crust Doughboys",138.16118,7,35.83073,"Tennessee",-85.97874,1,"ARDFZE61187FB45994",116.521,"southern gospel",0,0.270851418854762,0.367680745,0.50533,0.50533,0.438,-10.654,125.103,0.22243,1,"Not Available"
"4395",5742,"Junior Reid",326.00771,6,37.1573567501336,"Jamaica",-63.9333578685195,0,"AR1SUNB1187FB41BC8",158.242,"roots reggae",0.274899515,0.370962958,0.622940428,0.72439,0.33046,0.194,-8.28,315.408,0.13349,4,"1990"
"4396",5743,"Louis Prima And Keely Smith",159.16363,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARJWKHJ12454A427D3",108.498,"space age pop",0.565451012,0.390828596,0.578998679,1.21895,0.21087,0.153,-12.675,153.397,0.21087,3,"1960"
"4397",5744,"Alphonse Mouzon",355.21261,7,32.78115,"Charleston, SC",-79.9316,1,"ARNO8TU1187B9AFE37",96.931,"jazz funk",0.319565987,0.331193537,0.503912373,0.32675,0.32675,0.124,-8.127,341.275,0.32675,1,"1970"
"4398",5746,"Ben Sidran",366.0273,10,41.88415,"Chicago, IL",-87.63241,0,"ARS1B391187B99DED3",85.952,"smooth jazz",0,0.356795543,0.599935172,1.79821,0.3429,0.194,-12.547,366.027,0.09483,4,"Not Available"
"4399",5747,"Aeoliah",295.10485,0,56.95468,"Canada",-98.30897,1,"ARTMSZO1187B98F20E",130.77,"meditation",0.334706549,0.379408535,0.549395619,12.00724,12.00724,11.064,-36.037,273.45,11.77772,1,"Not Available"
"4400",5749,"Ice Cube Featuring Flavor Flav",130.7424,11,37.1573567501336,"Los Angeles, CA",-63.9333578685195,1,"ARZ5H0P1187B98A1DD",92.482,"gangster rap",0.372530039,0.557755675,0.838816274,1.74812,0.4346,0.27,-6.388,130.742,0.09522,4,"Not Available"
"4401",5751,"Brazilian Tropical Orchestra",144.63955,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARIQC381187B9A825E",86.28,"bossa nova",0,0.339408486,0.378013152,0.47942,0.47942,0.299,-13.615,136.057,0.13601,4,"Not Available"
"4402",5752,"M.A. Numminen",102.79138,8,37.1573567501336,"Not available",-63.9333578685195,1,"ARJEY4N1187FB56FDF",141.358,"german pop",0.260338243,0.419776645,0.519969698,1.55612,0.67783,0.398,-10.745,98.725,0.45773,4,"Not Available"
"4403",5754,"Gold City",182.25587,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARBDN871187B98CC11",100.022,"southern gospel",0.334898744,0.396521303,0.596189938,1.9354,0.73783,0.374,-8.533,172.025,0.43508,4,"Not Available"
"4404",5755,"Big Dee Irwin",156.02893,10,40.71455,"New York, NY",-74.00712,1,"ARJ880P1187FB57356",108.103,"northern soul",0.591291373,0.3663557,0.376377265,0.95375,0.38063,0.316,-9.931,147.499,0.09192,4,"1990"
"4405",5756,"VHS Or Beta",501.13261,11,38.25486,"Louisville, KY",-85.7664,1,"ARWG6FM1187B9892B8",125.999,"disco",0.266955186,0.421973968,0.67161064,0.98869,0.51146,2.026,-6.751,479.155,0.27404,4,"2000"
"4406",5757,"Carl Smith",136.04526,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARGJTO11187FB39AC0",124.648,"honky tonk",0.04,0.351717751,0.551502069,0.81596,0.31498,0.218,-11.651,136.045,0.06448,4,"1990"
"4407",5760,"Samba Trio",121.10322,9,37.1573567501336,"Not available",-63.9333578685195,0,"AR81AWY1187FB4E35F",87.321,"bossa nova",0,0.355202033,0.532263567,0.56964,0.56964,0.517,-19.271,115.914,0.11653,1,"Not Available"
"4408",5761,"Tammy Pescatelli",129.82812,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARHNYWR11F4C8456C7",77.081,"comedy",0,0.101781274189706,0.104186987,0.31039,0.31039,0.317,-22.255,127.251,0.31039,1,"Not Available"
"4409",5762,"Planxty",139.72853,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARSO6TZ1187FB40FAE",71.337,"folk rock",0.536830581,0.382591638,0.548189066,1.34832,0.45424,0.16,-14.322,134.989,0.23338,4,"1970"
"4410",5763,"Pennywise",242.33751,10,33.86404,"Hermosa Beach, CA",-118.39535,0,"ARHJFFY1187B98BA76",119.981,"melodic hardcore",0.707655106,0.512229189,0.816998189,0.47203,0.47203,0.142,-5.808,229.535,0.21668,4,"2000"
"4411",5764,"Amy Winehouse",274.99057,10,37.1573567501336,"London",-63.9333578685195,0,"AR24DZB1187FB3C869",192.668,"vocal jazz",0.38,0.596775654,0.835596474,0.06439,0.06439,2.032,-3.154,265.468,0.06439,4,"2000"
"4412",5765,"Cirrus",193.72363,5,37.1573567501336,"Los Angeles, CA",-63.9333578685195,1,"ARNRPI31187B9AC699",180.012,"big beat",0.579728749,0.398394107,0.60657568,3.80643,3.4807,5.973,-6.149,188.929,3.31326,4,"2000"
"4413",5766,"Pheeroan Aklaff",145.97179,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARHUKYI1187B9AF9CB",135.397,"free jazz",0,0.265726429108881,0.359693511,0.612,0.15101,0.223,-15.975,132.272,0.15101,4,"Not Available"
"4414",5769,"Junior Reid",215.14404,7,37.1573567501336,"Jamaica",-63.9333578685195,1,"AR1SUNB1187FB41BC8",128.769,"roots reggae",0.255695041,0.370962958,0.622940428,0.70669,0.23749,2.148,-6.487,209.328,0.23749,4,"Not Available"
"4415",5771,"Edmundo Ros",174.86322,7,6.47279,"Venezuela",-66.58904,0,"AR92ZF01187FB5BC98",120.923,"samba",0.28,0.323634923,0.448026305,2.73059,0.70567,0.385,-18.697,168.861,0.45659,7,"Not Available"
"4416",5772,"The Sterns",151.82322,5,42.3519,"Brighton, MA",-71.14566,0,"ARTRZJ61187FB4044F",157.751,"massachusetts",0.22,0.367464833,0.487871933,0.25848,0.25848,0.148,-4.031,142.089,0.07083,4,"2000"
"4417",5774,"Edgar De L'est",317.28281,2,44.83663,"Bordeaux",-0.58104,1,"ARVEJ9M1187FB4DC44",125.026,"musette",0.01,0.162615582,0.4421112,1.0755,0.09615,0.275,-8.328,303.166,0.09615,3,"2000"
